Respondent ID,Age,Gender,Favorite Toy,Play Frequency,Play Context,Toy Discovery,Seasonal Interest,Digital vs. Physical,Character Connection,New Toy Interest,Play Duration,Play Space,Purchase Decision Factors,Purchase Channels,Budget Allocation (£/yr),Advertising Impact Channels,Developmental Benefits,Brand Perceptions,Sustainability Importance,Digital Balance,Long-Term Value,Trend Awareness Sources
R462,3,Female,Cocomelon Set,Several times/week,Mixed,Social media,Occasion-based,Physical only,Peppa Pig,LEGO Minecraft,45 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",100,"Social media, TV","Fine motor skills, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Important (4),50/50 balance,Medium (3),"Teachers, Instagram"
R463,7,Female,Barbie Doll,Less often,Solo play,Social media,Occasion-based,Mix of both,Peppa Pig,Hot Wheels,45 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Amazon, Argos",300,"YouTube, Social media","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,Medium (3),"Parent forums, Newsletters"
R464,9,Male,LEGO Minecraft,Daily,Peer play,Gift from friend,Weather-dependent,Physical only,Sonic the Hedgehog,Fisher-Price Piano,45 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",100,"TV, In-store displays","Cognitive dev., Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,High (5),"YouTube, Newsletters"
R465,3,Male,Play-Doh,Several times/week,Peer play,Gift from friend,Occasion-based,Digital mostly,Elsa (Frozen),Barbie Doll,45 mins,Living Room,"Educational (5), Interest (5), Price (4)","Argos, Tesco",100,"YouTube, Parent forums","STEM, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Medium (3),"Newsletters, YouTube"
R466,7,Male,Play-Doh,Daily,Family play,TV ad,Occasion-based,Digital mostly,Elsa (Frozen),Cocomelon Set,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",250,"In-store displays, YouTube","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,Low (1),"Newsletters, Teachers"
R467,8,Female,LEGO Minecraft,Weekly,Family play,Social media,Seasonal,Physical only,Sonic the Hedgehog,Fisher-Price Piano,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Smyths, Argos",200,"Parent forums, In-store displays","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,Low (1),"Parent forums, Newsletters"
R468,9,Male,LOL Surprise,Several times/week,Solo play,Store display,Year-round,Digital mostly,Bluey,Hot Wheels,1 hr,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",100,"Parent forums, YouTube","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,Medium (3),"Teachers, YouTube"
R469,8,Male,Fisher-Price Piano,Weekly,Mixed,Gift from friend,Occasion-based,Mix of both,Elsa (Frozen),Fisher-Price Piano,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",300,"In-store displays, TV","Fine motor skills, Creativity","LEGO (Innovative), Barbie (Trusted)",Important (4),No screens after 6PM,Medium (3),"YouTube, Instagram"
R470,9,Female,Fisher-Price Piano,Less often,Family play,YouTube ad,Year-round,Digital mostly,Peppa Pig,Hot Wheels,30 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",350,"TV, YouTube","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,Low (1),"YouTube, Parent forums"
R471,7,Female,Nintendo Switch,Daily,Mixed,Gift from friend,Seasonal,Physical only,Mario,Fisher-Price Piano,1 hr,Playroom,"Educational (5), Interest (5), Price (4)","Amazon, Argos",200,"TV, Parent forums","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Medium (3),"YouTube, Parent forums"
R472,6,Male,Cocomelon Set,Several times/week,Solo play,YouTube ad,Year-round,Digital mostly,Bluey,LEGO Minecraft,15 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",100,"Parent forums, In-store displays","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Low (1),"Instagram, Parent forums"
R473,8,Male,Fisher-Price Piano,Weekly,Peer play,Gift from friend,Year-round,Physical only,Elsa (Frozen),Play-Doh,15 mins,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",350,"TV, Parent forums","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),50/50 balance,High (5),"Instagram, Parent forums"
R474,5,Female,Play-Doh,Less often,Mixed,Social media,Weather-dependent,Mix of both,Sonic the Hedgehog,Fisher-Price Piano,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Smyths, Argos",200,"Social media, Parent forums","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),Timer-based play,Low (1),"Newsletters, Parent forums"
R475,4,Female,Barbie Doll,Less often,Solo play,Gift from friend,Year-round,Digital mostly,Spider-Man,Nintendo Switch,15 mins,Backyard,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",250,"In-store displays, TV","Cognitive dev., Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Important (4),No screens after 6PM,Medium (3),"YouTube, Instagram"
R476,6,Male,Hot Wheels,Several times/week,Peer play,Gift from friend,Occasion-based,Mix of both,Bluey,LEGO Minecraft,1 hr,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",300,"In-store displays, TV","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Medium (3),"YouTube, Instagram"
R477,9,Male,Barbie Doll,Several times/week,Solo play,TV ad,Year-round,Mix of both,Peppa Pig,Play-Doh,45 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Tesco",150,"YouTube, In-store displays","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,Medium (3),"YouTube, Instagram"
R478,6,Female,Play-Doh,Several times/week,Solo play,Gift from friend,Occasion-based,Physical only,Spider-Man,Fisher-Price Piano,45 mins,Living Room,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",200,"TV, Social media","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),Timer-based play,Low (1),"Parent forums, Instagram"
R479,2,Female,LOL Surprise,Daily,Mixed,Gift from friend,Seasonal,Digital mostly,Sonic the Hedgehog,Transformers,45 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Brand Website",300,"TV, Social media","Creativity, STEM","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,Medium (3),"Parent forums, YouTube"
R480,3,Male,Cocomelon Set,Weekly,Solo play,YouTube ad,Year-round,Mix of both,Mario,LOL Surprise,45 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",100,"YouTube, Parent forums","Cognitive dev., Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,High (5),"Teachers, Parent forums"
R481,3,Male,Play-Doh,Weekly,Mixed,Store display,Occasion-based,Mix of both,Peppa Pig,LOL Surprise,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Tesco",300,"TV, Parent forums","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,High (5),"Newsletters, Teachers"
R482,3,Male,Fisher-Price Piano,Less often,Solo play,YouTube ad,Seasonal,Mix of both,Minions,Play-Doh,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",200,"TV, Social media","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,High (5),"YouTube, Newsletters"
R483,6,Male,Fisher-Price Piano,Daily,Peer play,Store display,Seasonal,Digital mostly,Minions,Barbie Doll,1 hr,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",200,"Parent forums, In-store displays","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Medium (3),"Parent forums, Teachers"
R484,6,Male,Play-Doh,Several times/week,Solo play,TV ad,Year-round,Physical only,Sonic the Hedgehog,Nintendo Switch,15 mins,Backyard,"Educational (5), Interest (5), Price (4)","Tesco, Smyths",100,"In-store displays, YouTube","Fine motor skills, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,High (5),"Newsletters, Parent forums"
R485,2,Male,LOL Surprise,Less often,Solo play,YouTube ad,Occasion-based,Mix of both,Mario,Fisher-Price Piano,1 hr,Living Room,"Educational (5), Interest (5), Price (4)","Tesco, Brand Website",300,"TV, Parent forums","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,High (5),"Newsletters, YouTube"
R486,8,Female,Hot Wheels,Several times/week,Solo play,Store display,Weather-dependent,Digital mostly,Paw Patrol,Play-Doh,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",200,"TV, In-store displays","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,High (5),"Newsletters, Instagram"
R487,9,Female,Hot Wheels,Less often,Solo play,Gift from friend,Seasonal,Mix of both,Spider-Man,LEGO Minecraft,30 mins,Playroom,"Educational (5), Interest (5), Price (4)","Tesco, Amazon",100,"Parent forums, TV","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,High (5),"Newsletters, Parent forums"
R488,8,Female,Hot Wheels,Weekly,Peer play,Store display,Occasion-based,Mix of both,Mario,LEGO Minecraft,15 mins,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",300,"Social media, YouTube","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,High (5),"Teachers, Instagram"
R489,9,Female,Barbie Doll,Less often,Family play,Gift from friend,Weather-dependent,Mix of both,Sonic the Hedgehog,Transformers,1 hr,Living Room,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",300,"TV, In-store displays","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Medium (3),"Teachers, Instagram"
R490,5,Female,LEGO Minecraft,Weekly,Peer play,YouTube ad,Occasion-based,Digital mostly,Mario,Transformers,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Tesco, Argos",300,"TV, YouTube","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Medium (3),"Teachers, Parent forums"
R491,5,Female,Fisher-Price Piano,Daily,Solo play,TV ad,Occasion-based,Digital mostly,Paw Patrol,Cocomelon Set,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Amazon, Tesco",350,"TV, Social media","Cognitive dev., Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,Low (1),"Instagram, Newsletters"
R492,4,Male,Fisher-Price Piano,Weekly,Mixed,Social media,Weather-dependent,Physical only,Bluey,Cocomelon Set,30 mins,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Tesco",200,"Social media, YouTube","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,High (5),"YouTube, Teachers"
R493,6,Female,Hot Wheels,Daily,Solo play,YouTube ad,Weather-dependent,Physical only,Paw Patrol,Play-Doh,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Amazon, Argos",150,"Parent forums, In-store displays","Cognitive dev., Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),50/50 balance,High (5),"Instagram, Newsletters"
R494,3,Male,Nintendo Switch,Daily,Family play,Social media,Seasonal,Physical only,Paw Patrol,Cocomelon Set,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",200,"Parent forums, YouTube","STEM, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,High (5),"Parent forums, Newsletters"
R495,8,Male,LOL Surprise,Several times/week,Peer play,Store display,Occasion-based,Physical only,Spider-Man,Hot Wheels,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Tesco, Smyths",200,"YouTube, Parent forums","Fine motor skills, STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),Timer-based play,Medium (3),"Parent forums, Newsletters"
R496,8,Male,LEGO Minecraft,Daily,Solo play,Gift from friend,Seasonal,Mix of both,Spider-Man,Play-Doh,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Tesco, Argos",150,"YouTube, TV","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,Medium (3),"YouTube, Teachers"
R497,7,Female,Fisher-Price Piano,Daily,Solo play,Store display,Seasonal,Physical only,Mario,Cocomelon Set,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",100,"TV, Social media","Cognitive dev., Creativity","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Medium (3),"Parent forums, Newsletters"
R498,9,Female,Fisher-Price Piano,Daily,Mixed,Social media,Occasion-based,Mix of both,Spider-Man,LEGO Minecraft,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",300,"Parent forums, Social media","Fine motor skills, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,Medium (3),"Parent forums, Instagram"
R499,4,Female,LOL Surprise,Daily,Peer play,Gift from friend,Occasion-based,Mix of both,Minions,Barbie Doll,45 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Tesco",150,"Parent forums, In-store displays","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,Low (1),"Newsletters, Instagram"
R500,9,Male,Barbie Doll,Weekly,Solo play,YouTube ad,Weather-dependent,Mix of both,Mario,Nintendo Switch,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Tesco, Smyths",300,"YouTube, Parent forums","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,High (5),"YouTube, Parent forums"
